Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Attrition,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
23,1.0,310,2,1,3,44,3,4,2823,10557,1,20,2,0,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
28,1.0,1297,5,3,1,42,3,1,2319,21221,1,23,3,0,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44,2.0,798,2,1,3,70,3,4,4084,15497,9,20,3,1,6,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,1.0,634,2,3,4,44,3,4,17328,14618,1,12,4,1,22,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
22,1.0,1116,2,1,4,100,3,4,3688,5118,1,13,3,0,2,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
24,0.0,1383,12,1,3,92,3,1,4614,7747,1,14,3,0,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,1.0,1245,10,1,1,33,3,1,4197,6076,3,14,3,0,11,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
34,2.0,482,1,3,3,92,3,3,6162,20948,5,15,1,1,6,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
39,1.0,1387,6,3,4,76,3,4,9724,21816,7,13,1,0,11,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
28,1.0,746,2,2,4,46,2,1,2267,3157,0,12,4,0,4,2,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
22,1.0,1255,1,3,2,90,2,2,2694,6393,1,18,4,1,1,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
48,1.0,1116,2,4,4,85,3,1,4876,11924,2,11,4,0,8,5,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
24,1.0,1358,22,2,1,86,3,4,2836,10554,1,11,3,1,1,2,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
32,1.0,1157,2,4,4,55,2,1,7441,14947,3,12,4,0,10,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,1.0,1153,1,3,1,96,3,3,2238,6582,4,14,3,3,6,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
27,1.0,482,2,2,2,92,3,4,4249,2690,2,21,1,1,5,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
37,1.0,921,2,4,1,79,1,2,6883,9255,6,14,2,1,17,2,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
27,1.0,756,8,3,4,73,3,4,6332,17783,0,16,2,0,6,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,1.0,1398,25,3,2,67,3,4,2389,11012,4,20,4,1,13,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
32,2.0,390,1,3,1,74,3,4,3230,3356,3,11,3,0,4,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
39,1.0,723,29,3,4,76,3,1,10475,24444,1,18,3,3,21,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
46,1.0,562,1,3,3,89,3,2,18606,13684,4,14,3,1,24,5,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
31,0.0,1457,1,4,1,42,2,1,6410,26551,9,12,1,0,10,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
59,1.0,594,1,4,3,84,3,2,16307,3536,3,14,4,2,31,2,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
59,1.0,1242,3,1,3,42,3,4,5258,19760,4,11,1,0,10,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,1.0,1204,21,4,3,67,2,4,4103,4652,1,13,1,1,10,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
46,1.0,1380,3,3,3,43,3,4,17650,5200,2,14,4,0,28,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
50,1.0,1485,23,5,4,100,3,2,17650,9724,3,13,1,1,15,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
35,2.0,1318,3,2,3,66,3,3,4450,15182,1,21,4,1,5,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
46,1.0,805,12,3,3,60,3,1,12490,17363,2,11,3,1,28,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
26,1.0,443,5,3,2,72,3,2,3660,17808,1,13,3,1,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
30,2.0,805,28,3,3,61,2,1,5204,24442,3,14,3,1,9,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
31,1.0,1366,7,3,3,97,3,1,2318,8556,1,12,1,1,1,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,1.0,1303,10,3,3,96,3,1,7457,26124,6,15,2,3,9,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
27,1.0,881,9,3,3,65,3,1,2089,5531,1,13,1,1,6,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
28,2.0,1109,7,3,3,67,3,2,8606,11591,1,15,3,0,7,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24,1.0,895,2,4,3,76,3,4,2694,16998,1,12,3,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36,1.0,528,16,3,4,82,4,2,6385,23452,6,14,3,1,15,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
21,1.0,903,1,3,3,97,3,4,3544,22002,1,16,3,0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
33,1.0,653,1,4,2,62,4,4,5063,15332,9,23,3,0,12,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,1.0,319,10,3,2,55,3,4,2791,7713,0,11,1,0,6,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
39,1.0,916,3,4,4,65,3,4,6861,17056,8,17,3,1,10,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37,2.0,461,6,3,3,44,4,1,6274,4284,4,25,1,0,11,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22,1.0,1402,1,3,1,80,3,4,4025,26342,1,22,3,0,3,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
40,2.0,660,29,4,4,35,3,4,3690,8758,3,21,3,1,20,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36,1.0,662,8,3,4,42,2,3,5647,13494,1,16,1,1,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31,2.0,589,23,4,3,56,4,1,4317,5141,1,11,1,0,10,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
50,1.0,1261,2,4,4,51,4,3,18880,21630,1,11,4,0,31,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
48,1.0,1445,2,4,3,100,3,2,3420,15919,1,15,1,0,6,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
46,0.0,1223,6,3,3,33,4,3,18172,4652,1,21,1,1,26,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
34,2.0,1480,28,3,4,59,3,3,2439,11825,1,16,3,0,6,4,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
32,1.0,706,7,3,1,78,3,4,5769,23447,1,12,4,1,10,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,1.0,1091,1,4,2,60,3,3,2044,18775,0,14,4,0,4,4,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
28,1.0,438,3,2,4,50,3,1,2785,17089,0,15,3,0,4,2,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
24,1.0,575,2,1,4,42,3,4,4465,6152,1,13,1,0,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,1.0,1245,9,2,1,42,4,3,6932,12355,1,16,4,1,10,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
51,2.0,397,2,5,4,91,1,4,19068,15682,0,13,2,0,34,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
43,1.0,1092,3,3,3,83,3,4,3180,3339,2,12,3,1,7,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
39,1.0,933,26,4,3,42,3,4,5433,3140,7,18,4,1,19,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
38,2.0,995,1,3,4,75,3,2,2370,12290,0,11,4,1,3,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35,2.0,855,18,4,4,41,2,3,5258,8346,2,24,2,1,8,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
34,1.0,1112,2,3,3,97,2,1,2075,16734,1,14,4,1,1,3,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
37,2.0,874,11,3,3,82,3,4,2145,17616,4,14,4,1,8,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
46,1.0,928,18,5,4,92,2,4,2506,5456,4,15,3,0,7,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
32,2.0,949,20,3,4,51,3,3,3743,13257,1,18,3,3,10,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
34,1.0,857,3,2,1,84,4,3,2741,10333,8,15,1,1,4,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
28,1.0,334,2,3,1,73,3,1,2778,19332,1,19,3,0,1,4,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
29,0.0,882,28,1,2,98,3,4,5296,20689,1,13,3,1,5,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,1.0,1372,4,3,2,95,2,1,9985,9262,1,13,2,1,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,1.0,601,10,4,1,77,3,4,15402,8392,0,13,1,1,22,3,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
34,1.0,337,2,4,1,63,3,1,6782,8232,5,19,3,0,12,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,1.0,746,10,2,4,87,1,3,2496,9150,1,14,3,0,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36,1.0,1369,12,3,3,76,2,2,3646,26999,6,17,1,2,15,3,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
37,1.0,465,2,3,4,32,3,1,3196,8306,1,12,4,0,8,2,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
29,1.0,896,9,1,3,76,3,3,2451,14369,1,13,1,0,6,2,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
35,1.0,930,1,4,4,92,2,3,10685,25755,3,18,2,1,17,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
44,1.0,444,8,3,4,72,2,1,3633,22908,4,22,1,0,9,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
40,1.0,920,26,2,4,51,3,3,5066,7102,0,14,3,1,21,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
33,1.0,1115,8,4,4,32,2,3,5993,19345,1,12,1,0,7,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
40,0.0,1360,25,4,3,72,4,3,7510,6689,5,13,3,3,18,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1.0,303,3,3,2,100,2,3,2220,24223,1,13,1,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
40,1.0,1389,5,3,2,57,3,1,19436,15891,5,14,3,1,21,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
30,1.0,495,1,4,1,41,3,4,5855,17491,7,14,3,2,9,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33,1.0,119,1,3,3,51,4,2,4327,10205,0,14,4,1,5,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
29,1.0,1480,6,4,3,48,3,2,6538,20003,0,11,3,1,7,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
44,0.0,688,6,2,2,42,3,4,4319,5288,9,12,4,1,9,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43,1.0,1378,8,3,3,75,2,2,17169,23371,3,14,3,0,25,2,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
19,1.0,428,7,2,4,56,3,1,2319,25479,1,17,2,0,1,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
32,2.0,1111,5,3,3,34,3,3,9998,19293,4,18,3,0,9,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
42,1.0,809,28,3,3,87,3,3,6861,16998,4,17,3,1,18,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29,1.0,1329,18,1,4,91,2,4,2610,25751,1,17,1,2,1,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
44,1.0,1252,26,1,1,94,2,3,10748,4605,0,25,1,1,24,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,1.0,498,1,3,1,35,3,2,1261,15232,1,19,2,0,1,2,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
35,2.0,552,7,3,1,52,3,1,4223,10950,7,12,4,1,15,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
41,1.0,1194,1,4,4,87,2,3,3102,4257,1,13,2,0,8,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
37,1.0,430,28,4,1,52,2,1,5605,21519,5,12,4,2,7,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,1.0,1373,6,2,4,63,3,2,2587,7679,1,19,3,1,5,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25,2.0,726,29,1,4,96,3,3,3445,23779,2,12,2,0,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25,1.0,678,18,2,4,51,3,4,2935,22887,0,13,4,0,3,4,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
26,1.0,1277,10,2,4,86,1,1,4105,4681,1,12,1,1,4,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
29,1.0,1391,4,3,1,51,1,4,2859,19373,6,14,2,0,7,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38,1.0,797,1,1,4,83,3,4,5405,7501,3,20,3,1,17,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42,1.0,216,24,3,3,50,3,1,10422,10735,1,11,4,0,23,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
31,0.0,177,7,4,1,93,2,3,2559,16374,3,20,3,2,8,5,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
52,1.0,1354,4,3,3,93,3,1,2580,5151,2,19,3,0,9,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
49,1.0,1452,11,4,4,82,3,2,7655,23402,3,14,3,1,29,2,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
29,1.0,1125,25,3,2,61,2,2,3691,19271,3,22,4,1,10,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
27,1.0,930,3,3,1,78,3,3,9526,13384,4,15,4,0,6,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
34,1.0,1443,8,4,3,72,2,1,2810,14871,1,21,1,1,10,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32,2.0,1112,8,4,3,50,3,4,3069,12313,1,11,4,1,10,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
53,2.0,1327,1,4,4,45,4,3,5295,21981,4,18,3,1,13,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
46,1.0,1354,14,5,3,95,3,2,3102,12477,9,11,3,1,17,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
27,2.0,966,7,2,4,98,1,3,9981,5860,8,12,4,0,9,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
36,1.0,465,10,4,2,84,3,4,4877,4257,4,13,3,1,7,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
41,1.0,1382,1,2,1,40,3,1,7969,13554,7,21,3,0,10,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24,1.0,1300,5,1,4,32,3,4,3140,7324,1,15,1,1,4,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
31,0.0,1229,21,3,1,74,4,3,2647,19246,0,19,1,1,6,3,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
27,1.0,1252,2,1,3,64,3,1,5770,10735,1,18,2,2,6,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
41,0.0,1398,10,4,4,96,3,2,2821,4821,7,11,3,1,23,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
38,1.0,1234,2,2,2,94,2,4,5208,15869,0,11,1,1,12,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30,1.0,983,7,3,4,99,4,3,7644,16130,1,14,4,0,15,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
50,1.0,1091,2,3,2,79,3,4,10761,2561,2,12,3,1,19,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36,1.0,945,13,2,4,40,3,1,15686,7259,8,16,2,1,22,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
38,1.0,1462,2,2,1,82,2,2,5577,25949,4,19,3,1,10,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
37,2.0,201,2,2,1,98,3,2,12185,12315,0,13,4,2,18,2,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
19,1.0,1258,24,3,2,73,2,3,1091,15881,1,14,2,0,1,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
39,2.0,1189,2,3,1,98,3,4,5390,13596,5,13,1,1,13,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
31,1.0,1398,2,4,3,35,3,4,2660,6153,0,18,4,0,3,2,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
23,1.0,667,5,1,3,96,1,4,15202,16154,1,13,4,2,4,2,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
28,0.0,302,5,5,3,44,2,4,5304,24118,6,13,3,0,7,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
49,0.0,950,5,3,1,73,3,4,5957,4161,2,20,4,2,18,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
29,1.0,350,8,3,2,57,4,4,2272,25258,4,16,1,1,7,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
39,1.0,933,14,3,3,84,3,4,9613,4223,0,11,4,0,9,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,2.0,996,1,1,2,51,3,3,2694,26551,1,18,3,0,1,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
51,1.0,1127,2,4,4,45,2,4,2207,10557,2,20,3,0,12,5,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
47,0.0,147,3,3,4,81,3,1,15202,17000,9,16,4,0,26,2,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
46,1.0,1362,18,3,3,56,4,4,7978,14075,2,11,4,0,23,2,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
37,1.0,472,11,3,3,83,3,3,3629,8952,1,13,3,1,8,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
47,1.0,827,2,4,3,41,3,3,6877,3156,7,14,2,0,10,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
36,1.0,1445,3,2,4,95,3,3,4284,11737,2,17,3,1,8,4,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31,1.0,117,9,3,4,78,3,4,5228,14394,1,22,1,1,13,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36,1.0,658,4,3,3,41,3,4,2559,11162,8,23,1,2,4,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40,1.0,465,2,1,3,56,3,4,16606,23016,1,14,4,0,21,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
40,2.0,890,5,3,1,44,1,2,2154,6208,8,14,3,0,6,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
52,1.0,574,5,4,2,42,3,2,19859,13938,2,13,3,1,31,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20,1.0,458,21,2,1,55,3,2,2096,2727,1,16,4,0,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
49,1.0,141,8,3,1,79,3,4,17328,17363,3,18,2,0,22,2,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
47,1.0,252,27,3,2,96,3,3,13245,15696,7,14,4,0,17,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
29,2.0,977,2,2,1,77,3,3,4364,5288,3,15,4,1,11,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,1.0,1435,23,3,4,84,2,4,3867,10205,3,14,3,0,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
26,1.0,1485,3,3,2,67,3,3,2725,22650,0,14,2,1,8,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,1.0,447,17,1,4,98,3,4,2936,16374,1,13,3,0,4,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
28,2.0,891,1,3,3,49,4,2,4787,23159,0,13,2,0,4,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
34,1.0,849,2,3,3,39,3,3,2044,15850,1,21,2,3,1,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
27,1.0,672,6,2,3,41,2,3,6347,9489,0,12,3,0,9,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
29,1.0,352,3,3,1,59,2,3,2008,14561,1,11,3,0,1,3,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35,1.0,984,2,4,2,81,4,2,4037,7246,0,15,4,1,12,3,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
33,1.0,1355,4,5,3,86,3,4,6134,8489,1,13,2,0,14,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
58,2.0,329,7,3,4,86,2,4,2387,26537,4,14,4,1,12,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
44,1.0,1117,1,4,1,63,3,4,3294,21509,3,14,3,1,10,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
38,1.0,885,9,1,4,60,4,4,3067,16031,3,13,4,1,8,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,1.0,1117,1,2,4,95,3,1,5993,22573,1,12,4,0,6,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
29,1.0,427,10,4,2,94,3,2,2313,10205,2,20,3,1,7,4,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
35,1.0,921,8,2,2,92,2,4,4877,17205,4,20,3,1,5,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,1.0,621,12,4,3,62,3,3,6928,636,4,15,2,1,13,3,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
26,0.0,1168,2,3,4,56,3,4,5772,20440,0,18,2,0,10,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
33,1.0,653,1,3,1,54,3,4,4447,9752,0,14,3,0,9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,1.0,559,19,3,4,74,3,1,3117,2253,1,14,4,1,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37,0.0,809,15,3,3,52,3,1,4648,18787,4,14,4,1,4,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
55,1.0,989,5,4,4,78,3,2,6244,7824,7,12,3,0,9,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,1.0,878,15,2,2,73,3,3,8722,14363,1,14,2,1,10,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,1.0,575,5,3,3,83,3,1,2451,15170,0,14,4,1,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,2.0,630,28,4,4,59,3,3,16885,22604,2,11,4,1,24,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,1.0,775,2,3,3,51,3,1,3629,18103,1,11,4,0,3,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
37,1.0,130,25,4,2,56,4,4,9715,12368,3,14,4,1,16,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
41,2.0,750,20,4,1,51,3,2,19537,3835,2,13,3,1,10,4,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
54,1.0,1096,7,2,4,62,3,4,10496,13888,2,19,2,1,24,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26,1.0,806,1,1,4,84,3,3,2559,17802,0,12,4,1,8,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
